Word,Old Testament,New Testament,Apocrypha,Total
downward,5,0,0,5
dowry,4,0,1,5
drachm,0,0,1,1
drachms,0,0,3,3
drag,2,0,0,2
dragging,0,1,0,1
dragon,6,12,5,23
dragon's,0,0,1,1
dragons,16,0,5,21
drams,6,0,0,6
drank,14,5,3,22
draught,1,4,0,5
drave,11,2,0,13
draw,61,14,8,83
drawer,1,0,0,1
drawers,3,0,0,3
draweth,8,4,2,14
drawing,1,1,1,3
drawn,25,2,5,32
dread,9,0,6,15
dreadful,9,0,3,12
dream,54,7,11,72
dreamed,17,0,1,18
dreamer,4,0,0,4
dreamers,1,1,0,2
dreameth,1,0,0,1
dreams,20,1,9,30
dregs,3,0,0,3
dress,9,0,1,10
dressed,6,1,1,8
dresser,0,1,0,1
dressers,1,0,0,1
dresseth,1,0,0,1
drew,56,28,15,99
drewest,1,0,1,2
dried,35,3,5,43
driedst,1,0,0,1
drieth,3,0,2,5
drinck,0,0,1,1
drink,266,61,31,358
drinkers,1,0,0,1
drinketh,9,7,3,19
drinking,15,6,0,21
drinks,0,1,0,1
drive,56,1,9,66
driven,44,5,8,57
driver,2,0,0,2
driveth,3,1,3,7
driving,3,0,0,3
dromedaries,3,0,0,3
dromedary,1,0,0,1
drop,15,0,5,20
dropped,6,0,0,6
droppeth,1,0,0,1
dropping,3,0,0,3
drops,3,1,3,7
dropsy,0,1,0,1
dross,7,0,1,8
drought,10,0,1,11
drove,9,1,1,11
droves,1,0,0,1
drown,1,1,1,3
drowned,3,2,3,8
drowsiness,1,0,0,1
drums,0,0,1,1
drunk,24,6,6,36
drunkard,4,1,0,5
drunkards,5,1,0,6
drunken,24,7,6,37
drunkeness,0,0,1,1
drunkenness,4,3,4,11
drusilla,0,1,0,1
dry,62,4,4,70
dryshod,1,0,0,1
due,17,12,11,40
dues,0,1,0,1
duke,14,0,1,15
dukes,14,0,0,14
dulcimer,3,0,0,3
dull,0,3,0,3
dumah,4,0,0,4
dumb,14,13,3,30
dung,24,2,5,31
dungeon,12,0,0,12
dunghill,6,1,1,8
dunghills,1,0,0,1
dura,1,0,0,1
durable,2,0,0,2
dureth,0,1,0,1
during,0,0,1,1
durst,2,7,6,15
dust,95,7,10,112
duties,1,0,0,1
duty,6,2,0,8
dwarf,1,0,0,1
dwell,283,32,44,359
dwelled,5,0,1,6
dwellers,1,2,1,4
dwellest,17,2,2,21
dwelleth,35,22,10,67
dwelling,46,6,6,58
dwellingplace,2,1,1,4
dwellingplaces,5,0,0,5
dwellings,17,0,3,20
dwelt,200,18,46,264
dyed,7,0,1,8
dying,1,5,0,6
each,42,5,2,49
eagle,21,2,10,33
eagle's,2,0,1,3
eagles,5,2,0,7
eagles',2,0,0,2
eanes,0,0,1,1
ear,99,19,16,134
eared,1,0,0,1
earing,2,0,0,2
early,74,11,8,93
earnest,0,8,1,9
earnestly,8,8,4,20
earneth,1,0,0,1
earring,5,0,0,5
earrings,11,0,1,12
ears,109,30,15,154
earth,736,170,182,1088
earth's,0,0,1,1
earthen,9,1,2,12
earthly,0,5,2,7
earthquake,5,8,1,14
earthquakes,0,3,2,5
earthy,0,3,1,4
ease,19,1,7,27
eased,1,1,1,3
easier,1,7,2,10
easily,0,2,2,4
east,139,9,14,162
easter,0,1,0,1
eastward,40,0,0,40
easy,1,3,7,11
eat,455,128,50,633
eaten,86,12,6,104
eater,3,0,1,4
eaters,1,0,0,1
eatest,3,0,0,3
eateth,30,16,3,49
eating,18,9,2,29
ebal,8,0,0,8
ebed,6,0,0,6
ebedmelech,6,0,0,6
ebenezer,3,0,0,3
eber,13,0,0,13
ebiasaph,3,0,0,3
ebony,1,0,0,1
ebronah,2,0,0,2
ecanus,0,0,1,1
ecbatane,0,0,10,10
echo,0,0,1,1
ed,1,0,0,1
edar,1,0,0,1
eddias,0,0,1,1
eden,19,0,0,19
eder,3,0,0,3
edes,0,0,1,1
edge,48,2,5,55
edged,0,0,1,1
edges,3,1,0,4
edification,0,4,0,4
edified,0,2,0,2
edifieth,0,2,0,2
edify,0,3,0,3
edifying,0,8,0,8
edna,0,0,7,7
edom,81,0,0,81
edomite,6,0,0,6
edomites,13,0,3,16
edrei,8,0,0,8
education,0,0,3,3
effect,6,8,5,19
effected,1,0,0,1
effects,0,0,1,1
effectual,0,6,0,6
effectually,0,2,1,3
effeminate,0,1,0,1
egg,1,1,0,2
eggs,5,0,0,5
eglah,2,0,0,2
eglaim,1,0,0,1
eglon,12,0,0,12
egypt,536,22,46,604
egyptian,19,3,0,22
egyptian's,3,0,0,3
egyptians,85,2,3,90
ehi,1,0,0,1
ehud,9,0,0,9
eight,74,6,24,104
eighteen,19,3,2,24
eighteenth,11,0,3,14
eighth,32,6,4,42
eightieth,1,0,0,1
eighty,3,0,1,4
either,30,11,15,56
eker,1,0,0,1
ekrebel,0,0,1,1
ekron,20,0,0,20
ekronites,2,0,0,2
ela,0,0,1,1
eladah,1,0,0,1
elah,16,0,0,16
elam,27,0,2,29
elamites,1,1,0,2
elasah,2,0,0,2
elath,3,0,0,3
elbethel,1,0,0,1
elbow,0,0,1,1
elcia,0,0,1,1
eldaah,2,0,0,2
eldad,2,0,0,2
elder,11,9,3,23
elders,115,60,34,209
eldest,13,1,1,15
elead,1,0,0,1
elealeh,5,0,0,5
eleasa,0,0,1,1
eleasah,4,0,0,4
eleazar,70,1,13,84
eleazurus,0,0,1,1
elect,4,13,6,23
elect's,0,3,0,3
elected,0,1,0,1
election,0,6,0,6
eleloheisrael,1,0,0,1
elements,0,4,2,6
eleph,1,0,0,1
elephant,0,0,2,2
elephants,0,0,10,10
eleutherus,0,0,2,2
eleven,18,6,2,26
eleventh,16,3,1,20
elhanan,4,0,0,4
eli,30,1,0,31
eli's,1,0,0,1
eliab,20,0,1,21
eliab's,1,0,0,1
eliada,3,0,0,3
eliadah,1,0,0,1
eliadas,0,0,1,1
eliadun,0,0,1,1
eliah,2,0,0,2
eliahba,2,0,0,2
eliakim,12,2,0,14
eliali,0,0,1,1
eliam,2,0,0,2
eliaonias,0,0,1,1
elias,0,30,4,34
eliasaph,6,0,0,6
eliashib,15,0,0,15
eliasib,0,0,1,1
eliasis,0,0,1,1
eliathah,2,0,0,2
elidad,1,0,0,1
eliel,10,0,0,10
elienai,1,0,0,1
eliezer,13,1,0,14
elihoenai,1,0,0,1
elihoreph,1,0,0,1
elihu,11,0,0,11
elijah,63,0,0,63
elika,1,0,0,1
elim,4,0,0,4
elimelech,4,0,0,4
elimelech's,2,0,0,2
elioenai,8,0,0,8
elionas,0,0,2,2
eliphal,1,0,0,1
eliphalet,2,0,2,4
eliphaz,14,0,0,14
elipheleh,2,0,0,2
eliphelet,6,0,0,6
elisabeth,0,7,0,7
elisabeth's,0,1,0,1
eliseus,0,1,1,2
elisha,52,0,0,52
elishah,3,0,0,3
elishama,17,0,0,17
elishaphat,1,0,0,1
elisheba,1,0,0,1
elishua,2,0,0,2
elisimus,0,0,1,1
eliu,0,0,1,1
eliud,0,2,0,2
elizaphan,4,0,0,4
elizur,5,0,0,5
elkanah,20,0,0,20
elkoshite,1,0,0,1
ellasar,2,0,0,2
elmodam,0,1,0,1
elms,1,0,0,1
elnaam,1,0,0,1
elnathan,5,0,0,5
eloi,0,1,0,1
elon,7,0,0,7
elonbethhanan,1,0,0,1
elonites,1,0,0,1
eloquent,2,1,4,7
eloth,3,0,0,3
elpaal,3,0,0,3
elpalet,1,0,0,1
elparan,1,0,0,1
else,29,19,15,63
eltekeh,2,0,0,2
eltekon,1,0,0,1
eltolad,2,0,0,2
elul,1,0,1,2
eluzai,1,0,0,1
elymais,0,0,2,2
elymas,0,1,0,1
elymeans,0,0,1,1
elzabad,2,0,0,2
elzaphan,2,0,0,2
embalm,1,0,0,1
embalmed,3,0,0,3
emboldened,0,1,0,1
emboldeneth,1,0,0,1
embrace,8,0,2,10
embraced,3,2,1,6
embraceth,0,0,1,1
embracing,1,1,0,2
embroider,1,0,0,1
embroiderer,2,0,1,3
emerald,3,2,1,6
emeralds,1,0,2,3
emerods,8,0,0,8
emims,2,0,0,2
eminent,4,0,1,5
emins,1,0,0,1
emmanuel,0,1,0,1
emmaus,0,1,4,5
emmer,0,0,1,1
emmor,0,1,0,1
emmulation,0,0,1,1
empire,1,0,0,1
employ,1,0,0,1
employed,2,0,1,3
employing,0,0,1,1
employment,1,0,0,1
emptied,8,0,1,9
emptiers,1,0,0,1
emptiness,1,0,0,1
empty,33,5,3,41
emulation,0,1,0,1
emulations,0,1,0,1
en,0,0,1,1
en-gaddi,0,0,1,1
enabled,0,1,0,1
enam,1,0,0,1
enan,5,0,0,5
enasibus,0,0,1,1
encamp,10,0,1,11
encamped,32,0,4,36
encampeth,2,0,0,2
encamping,1,0,0,1
enchanter,1,0,0,1
enchanters,1,0,0,1
enchantment,3,0,0,3
enchantments,10,0,1,11
encountered,0,1,1,2
encountering,0,0,1,1
encourage,4,0,1,5
encouraged,5,0,3,8
encouragement,0,0,1,1
end,235,56,96,387
endamage,1,0,1,2
endanger,1,0,0,1
endangered,1,0,0,1
endeavour,0,1,2,3
endeavoured,0,2,1,3
endeavoureth,0,0,1,1
endeavouring,0,1,0,1
endeavours,1,0,0,1
ended,14,7,8,29
endeth,1,0,0,1
ending,0,1,1,2
endings,0,0,1,1
endless,0,2,0,2
endor,3,0,0,3
endow,1,0,0,1
ends,48,3,3,54
endued,3,2,1,6
endure,16,12,13,41
endured,1,7,7,15
endurest,0,0,1,1
endureth,54,5,9,68
enduring,1,2,0,3
eneglaim,1,0,0,1
enemessar,0,0,4,4
enemies,241,19,97,357
enemies',3,0,3,6
enemy,95,11,27,133
enemy's,3,0,0,3
enenius,0,0,1,1
enflaming,1,0,0,1
enforceth,0,0,1,1
engaged,1,0,0,1
engannim,3,0,0,3
engedi,6,0,0,6
engine,0,0,2,2
engines,2,0,11,13
engrafted,0,1,0,1
engrave,2,0,0,2
engraved,0,0,2,2
engraven,0,1,0,1
engraver,3,0,0,3
engravings,5,0,0,5
enhaddah,1,0,0,1
enhakkore,1,0,0,1
enhazor,1,0,0,1
enjoin,0,1,0,1
enjoined,2,1,0,3
enjoy,10,3,1,14
enjoyed,1,0,1,2
enlarge,9,1,0,10
enlarged,8,3,1,12
enlargement,1,0,0,1
enlargeth,3,0,1,4
enlarging,1,0,0,1
enlighten,1,0,0,1
enlightened,4,2,0,6
enlightening,1,0,0,1
enmishpat,1,0,0,1
enmity,3,5,4,12
enoch,8,3,4,15
enos,6,1,0,7
enosh,1,0,0,1
enough,26,6,10,42
enquire,42,8,3,53
enquired,28,5,1,34
enquirest,1,0,0,1
enquiry,1,1,1,3
enrich,2,0,0,2
enriched,0,2,2,4
enrichest,1,0,0,1
enrimmon,1,0,0,1
enrogel,4,0,0,4
enrolled,0,0,2,2
ensample,0,3,0,3
ensamples,0,3,0,3
enshemesh,2,0,0,2
ensign,8,0,0,8
ensigns,1,0,0,1
ensnared,1,0,0,1
ensue,0,1,0,1
ensued,0,0,1,1
entangle,0,1,0,1
entangled,1,2,0,3
entangleth,0,1,0,1
entappuah,1,0,0,1
enter,81,63,7,151
entered,38,69,26,133
entereth,10,9,1,20
entering,35,11,1,47
enterprise,1,0,0,1
enterprize,0,0,2,2
enterprizes,0,0,3,3
entertain,0,1,3,4
entertained,0,1,2,3
entice,8,0,0,8
enticed,2,1,0,3
enticeth,1,0,1,2
enticing,0,2,0,2
entire,0,1,0,1
entrance,9,2,6,17
entrances,1,0,2,3
entrap,0,0,1,1
entreat,1,1,5,7
entreated,3,6,7,16
entreateth,1,0,0,1
entries,1,0,0,1
entry,15,0,0,15
envied,6,0,0,6
envies,0,1,0,1
enviest,1,0,0,1
envieth,0,1,3,4
envious,4,0,7,11
environ,1,0,0,1
envy,9,10,8,27
envying,0,5,0,5
envyings,0,2,0,2
enwrapped,0,0,1,1
epaenetus,0,1,0,1
epaphras,0,3,0,3
epaphroditus,0,2,0,2
ephah,30,0,0,30
ephai,1,0,0,1
epher,4,0,0,4
ephesdammim,1,0,0,1
ephesian,0,1,0,1
ephesians,0,3,0,3
ephesus,0,17,0,17
ephlal,1,0,0,1
ephod,42,0,1,43
ephphatha,0,1,0,1
ephraim,159,1,3,163
ephraim's,4,0,0,4
ephraimite,1,0,0,1
ephraimites,4,0,0,4
ephratah,5,0,0,5
ephrath,4,0,0,4
ephrathite,3,0,0,3
ephrathites,1,0,0,1
ephron,11,0,2,13
epicureans,0,1,0,1
epiphanes,0,0,6,6
epistle,0,13,3,16
epistles,0,2,1,3
equal,12,6,5,23
equality,0,1,0,1
equally,1,0,0,1
equals,0,1,1,2
equity,10,0,3,13
er,7,1,0,8
eran,1,0,0,1
eranites,1,0,0,1
erastus,0,3,0,3
ere,9,1,4,14
erech,1,0,0,1
erect,0,0,1,1
erected,1,0,1,2
eri,2,0,0,2
erites,1,0,0,1
err,18,6,4,28
errand,3,0,0,3
erred,8,3,4,15
erreth,2,0,0,2
erring,0,0,1,1
error,6,7,6,19
errors,3,1,1,5
esaias,0,21,0,21
esarhaddon,3,0,0,3
esau,75,3,9,87
esau's,9,0,0,9
esay,0,0,2,2
escape,47,8,21,76
escaped,46,10,7,63
escapeth,5,0,2,7
escaping,1,0,0,1
eschew,0,1,0,1
eschewed,1,0,0,1
escheweth,2,0,0,2
esdraelon,0,0,3,3
esdras,0,0,31,31
esdrelom,0,0,1,1
esebon,0,0,1,1
esebrias,0,0,1,1
esek,1,0,0,1
eshbaal,2,0,0,2
eshban,2,0,0,2
eshcol,6,0,0,6
eshean,1,0,0,1
eshek,1,0,0,1
eshkalonites,1,0,0,1
eshtaol,7,0,0,7
eshtaulites,1,0,0,1
eshtemoa,5,0,0,5
eshtemoh,1,0,0,1
eshton,2,0,0,2
esli,0,1,0,1
esora,0,0,1,1
especial,0,0,1,1
especially,1,4,1,6
espied,2,0,1,3
espousals,2,0,0,2
espoused,1,4,0,5
espy,2,0,1,3
esril,0,0,1,1
esrom,0,2,0,2
establish,39,4,2,45
established,65,7,11,83
establisheth,3,0,2,5
establishment,1,0,0,1
estate,10,5,14,29
estates,1,1,0,2
esteem,3,2,0,5
esteemed,9,2,4,15
esteemedst,0,0,1,1
esteemeth,1,2,0,3
esteeming,0,1,0,1
esther,43,0,4,47
esther's,3,0,0,3
estimate,1,0,0,1
estimation,19,0,1,20
estimations,1,0,0,1
estranged,5,0,1,6
etam,5,0,0,5
eternal,2,45,3,50
eternity,1,0,3,4
etham,4,0,0,4
ethan,7,0,0,7
ethanim,1,0,0,1
ethbaal,1,0,0,1
ether,2,0,0,2
ethiopia,19,1,4,24
ethiopian,7,0,0,7
ethiopians,11,1,0,12
ethma,0,0,1,1
ethnan,1,0,0,1
ethni,1,0,0,1
eubulus,0,1,0,1
eumenes,0,0,1,1
eunatan,0,0,1,1
eunice,0,1,0,1
eunuch,2,5,4,11
eunuchs,15,1,3,19
euodias,0,1,0,1
eupator,0,0,5,5
euphrates,19,2,8,29
eupolemus,0,0,2,2
euroclydon,0,1,0,1
eutychus,0,1,0,1
evangelist,0,2,0,2
evangelists,0,1,0,1
eve,2,2,1,5
even,1072,273,142,1487
evening,52,7,8,67
evenings,1,0,0,1
eveningtide,2,0,0,2
event,3,0,1,4
eventide,3,2,0,5
events,0,0,1,1
ever,351,66,131,548
everlasting,65,26,40,131
everlastingness,0,0,1,1
evermore,21,5,13,39
every,800,258,196,1254
everything,2,0,0,2
eves,0,0,1,1
evi,2,0,0,2
evidence,5,1,0,6
evidences,2,0,0,2
evident,1,4,3,8
evidently,0,2,0,2
evil,450,119,88,657
evildoer,1,1,0,2
evildoers,9,3,2,14
evilfavouredness,1,0,0,1
evilmerodach,2,0,0,2
evilnurtured,0,0,1,1
evils,7,1,17,25
ewe,7,0,0,7
ewes,3,0,0,3
exact,7,1,2,10
exacted,2,0,1,3
exacteth,1,0,0,1
exaction,1,0,0,1
exactions,1,0,0,1
exactly,0,0,2,2
exactness,0,0,1,1
exactors,1,0,0,1
exalt,23,3,41,67
exaltation,0,0,4,4
exalted,49,13,16,78
exaltest,1,0,0,1
exalteth,5,4,4,13
exalting,0,0,1,1
examination,0,1,2,3
examine,2,3,4,9
examined,0,6,2,8
examining,0,1,0,1
example,0,8,6,14
examples,0,1,0,1
exceed,1,2,2,5
exceeded,3,0,1,4
exceedest,1,0,0,1
exceedeth,1,0,0,1
exceeding,33,25,9,67
exceedingly,29,11,6,46
excel,4,1,3,8
excelled,1,0,1,2
excellency,20,3,3,26
excellent,25,9,6,40
excellest,1,0,0,1
excelleth,1,1,1,3
except,26,46,10,82
excepted,0,1,0,1
exception,0,0,1,1
excess,0,4,2,6
excessive,0,0,2,2
exchange,4,2,2,8
exchangers,0,1,0,1
exclude,0,1,0,1
excluded,0,1,0,1
excuse,0,3,1,4
excused,0,2,0,2
excusing,0,1,0,1
execration,2,0,0,2
execute,29,3,6,38
executed,19,1,2,22
executedst,1,0,0,1
executest,1,0,0,1
executeth,6,0,1,7
executing,3,0,2,5
execution,1,0,2,3
executioner,0,1,0,1
exempted,1,0,0,1
exercise,2,6,7,15
exercised,3,3,3,9
exerciseth,0,1,0,1
exercising,0,0,1,1
exhort,0,16,1,17
exhortation,0,10,1,11
exhorted,0,3,11,14
exhorteth,0,1,0,1
exhorting,0,4,1,5
exile,2,0,0,2
exiled,0,0,1,1
exorcists,0,1,0,1
expect,0,0,2,2
expectation,10,4,2,16
expected,1,0,0,1
expecting,0,2,1,3
expedient,0,7,0,7
expel,2,0,0,2
expelled,3,1,0,4
expence,0,0,1,1
expences,0,0,5,5
expenses,2,0,0,2
experience,2,1,8,11
experiment,0,1,0,1
expert,5,1,2,8
expired,7,2,4,13
exploits,2,0,0,2
expound,1,0,2,3
expounded,1,5,1,7
express,0,1,3,4
expressed,6,0,1,7
expressly,2,1,1,4
exquisite,0,0,2,2
extend,2,0,0,2
extended,2,0,0,2
extendeth,1,0,0,1
extinct,2,0,0,2
extinguished,0,0,1,1
extol,4,0,5,9
extolled,2,0,1,3
extolleth,0,0,1,1
extortion,1,1,0,2
extortioner,2,1,0,3
extortioners,0,3,0,3
extreme,1,0,4,5
extremity,1,0,1,2
eye,70,23,21,114
eye's,1,0,0,1
eyebrows,1,0,0,1
eyed,2,0,0,2
eyelids,9,0,1,10
eyes,408,71,59,538
eyesalve,0,1,0,1
eyeservice,0,2,0,2
eyesight,1,0,0,1
eyewitnesses,0,2,0,2
ezar,1,0,0,1
ezbai,1,0,0,1
ezbon,2,0,0,2
ezechias,0,0,2,2
ezecias,0,0,1,1
ezekias,0,2,4,6
ezekiel,2,0,1,3
ezel,1,0,0,1
ezem,1,0,0,1
ezer,9,0,0,9
ezerias,0,0,1,1
ezias,0,0,1,1
eziongaber,4,0,0,4
eziongeber,3,0,0,3
eznite,1,0,0,1
ezra,26,0,0,26
ezrahite,1,0,0,1
ezri,1,0,0,1
fables,0,5,1,6
face,328,52,53,433
faces,63,5,10,78
fact,0,0,1,1
faction,0,0,1,1
fade,5,1,0,6
fadeth,4,2,1,7
fading,2,0,0,2
fail,57,7,12,76
failed,11,0,10,21
faileth,17,2,6,25
failing,1,1,2,4
fain,1,1,2,4
faint,32,9,5,46
fainted,10,2,6,18
faintest,1,0,0,1
fainteth,4,0,0,4
fainthearted,3,0,3,6
faintness,1,0,1,2
fair,45,5,16,66
fairer,3,0,0,3
fairest,3,0,0,3
fairs,6,0,0,6
fairspeaking,0,0,1,1
faith,2,229,11,242
faithful,28,50,27,105
faithfuless,0,0,1,1
faithfully,7,1,1,9
faithfulness,19,0,2,21
faithless,0,4,0,4
fall,200,37,66,303
fallen,61,15,13,89
fallest,1,0,0,1
falleth,22,6,4,32
falling,8,7,5,20
fallow,3,0,0,3
fallowdeer,1,0,0,1
falls,0,0,1,1
false,32,28,14,74
falsehood,14,0,2,16
falsely,17,4,2,23
falsifying,1,0,0,1
fame,16,8,2,26
familiar,17,0,0,17
familiars,1,0,0,1
families,164,0,13,177
family,75,1,6,82
famine,80,4,17,101
famines,0,3,0,3
famish,2,0,0,2
famished,2,0,0,2
famous,10,0,2,12
fan,5,2,0,7
fancieth,0,0,1,1
fanners,1,0,0,1
far,138,31,38,207
fare,2,1,8,11
fared,0,1,0,1
farewell,0,4,1,5
farm,0,1,0,1
farther,1,3,0,4
farthing,0,3,0,3
farthings,0,1,0,1
fashion,7,6,6,19
fashioned,6,1,7,14
fashioneth,3,0,2,5
fashioning,0,1,0,1
fashions,1,0,4,5
fast,43,31,21,95
fasted,12,3,6,21
fasten,5,0,1,6
fastened,15,3,0,18
fastening,0,1,0,1
fastest,0,1,0,1
fasteth,0,0,1,1
fasting,9,8,3,20
fastings,1,3,0,4
fasts,0,0,1,1
fat,105,0,8,113
fatfleshed,2,0,0,2
father,541,311,92,944
father's,120,18,17,155
fatherless,42,1,6,49
fathers,448,57,79,584
fathers',10,0,4,14
fathoms,0,1,0,1
fatling,1,0,0,1
fatlings,4,1,0,5
fatness,16,1,0,17
fats,1,0,0,1
fatted,2,3,0,5
fatten,0,0,1,1
fatter,1,0,0,1
fattest,2,0,0,2
fauchion,0,0,2,2
fault,6,12,4,22
faultless,0,2,1,3
faults,2,2,0,4
faulty,2,0,0,2
favour,64,6,29,99
favourable,4,0,1,5
favourably,0,0,2,2
favoured,12,1,1,14
favourest,1,0,0,1
favoureth,1,0,0,1
fear,307,78,143,528
feared,53,19,8,80
fearest,3,0,0,3
feareth,16,4,16,36
fearful,5,6,9,20
fearfully,1,0,0,1
fearfulness,3,0,3,6
fearing,1,7,3,11
fears,3,1,0,4
feast,73,36,27,136
feastdays,0,0,1,1
feasted,1,0,1,2
feasting,7,0,2,9
feastings,0,0,1,1
feasts,27,4,14,45
feather,0,0,1,1
feathered,2,0,1,3
feathers,7,0,12,19
feats,0,0,1,1
fed,25,5,1,31
feddest,0,0,1,1
feeble,18,2,5,25
feebleminded,0,1,0,1
feebleness,1,0,0,1
feebler,1,0,0,1
feed,67,10,3,80
feedest,2,0,0,2
feedeth,5,3,0,8
feeding,3,5,0,8
feedingplace,1,0,0,1
feel,6,1,5,12
feeleth,0,0,1,1
feeling,0,2,1,3
feet,167,72,22,261
feign,2,1,0,3
feigned,2,1,0,3
feignedly,1,0,1,2
feignest,2,0,0,2
felix,0,8,0,8
felix',0,1,0,1
fell,151,83,52,286
felled,1,0,0,1
feller,1,0,0,1
fellest,1,0,0,1
felleth,0,0,1,1
felling,1,0,0,1
felloes,1,0,0,1
fellow,17,9,3,29
fellow's,1,0,0,1
fellow-prisoners,0,1,0,1
fellowcitizens,0,1,0,1
fellowdisciples,0,1,0,1
fellowheirs,0,1,0,1
fellowhelper,0,1,0,1
fellowhelpers,0,1,0,1
fellowlabourer,0,2,0,2
fellowlabourers,0,2,0,2
fellowprisoner,0,2,0,2
fellows,10,3,4,17
fellowservant,0,6,0,6
fellowservants,0,4,0,4
fellowship,2,14,4,20
fellowsoldier,0,2,0,2
fellowworkers,0,1,0,1
felt,3,2,0,5
female,20,3,0,23
fence,1,0,0,1
fenced,38,0,2,40
fens,1,0,0,1
ferret,1,0,0,1
ferry,1,0,0,1
fervency,0,0,1,1
fervent,0,7,3,10
fervently,0,2,0,2
festival,0,0,1,1
festus,0,12,0,12
festus',0,1,0,1
fetch,30,1,2,33
fetched,17,1,0,18
fetcheth,1,0,2,3
fetcht,1,0,0,1
fettered,0,0,1,1
fetters,8,2,4,14
fever,1,8,0,9
few,40,22,26,88
fewer,1,0,4,5
fewest,1,0,0,1
fewness,1,0,0,1
fidelity,0,1,1,2
field,244,22,26,292
fields,53,5,7,65
fierce,37,4,5,46
fiercely,0,0,3,3
fierceness,10,2,2,14
fiercer,1,0,0,1
fiery,17,3,4,24
fifteen,20,4,2,26
fifteenth,17,1,4,22
fifth,55,4,7,66
fifties,5,2,1,8
fiftieth,4,0,3,7
fifty,132,6,20,158
fig,24,15,1,40
fight,93,10,57,160
fighteth,3,0,3,6
fighting,3,0,5,8
fightings,0,2,0,2
figs,17,5,1,23
figure,2,5,1,8
figures,1,2,0,3
file,1,0,0,1
fill,40,9,11,60
filled,98,59,37,194
filledst,2,0,1,3
fillest,1,0,0,1
fillet,1,0,0,1
filleted,3,0,0,3
filleth,5,1,4,10
fillets,8,0,0,8
filling,0,1,0,1
filth,2,2,2,6
filthiness,11,4,2,17
filthy,7,9,2,18
finally,0,6,1,7
find,102,47,50,199
findest,2,0,2,4
findeth,13,12,4,29
finding,3,7,2,12
fine,99,9,7,115
finely,0,0,1,1
finer,1,0,0,1
finest,2,0,0,2
finger,19,5,0,24
fingers,12,3,1,16
fining,2,0,0,2
finish,3,8,6,17
finished,30,12,11,53
finisher,0,1,0,1
finishing,0,0,4,4
fins,5,0,0,5
fir,21,0,0,21
fire,427,79,111,617
firebrand,2,0,0,2
firebrands,3,0,0,3
firepans,4,0,0,4
fires,1,0,3,4
firkins,0,1,0,1
firm,6,1,1,8
firmament,15,0,7,22
firmly,0,0,2,2
first,250,155,78,483
firstbegotten,0,1,0,1
firstborn,90,7,5,102
firstfruit,1,1,0,2
firstfruits,23,7,6,36
firstling,9,0,0,9
firstlings,6,0,0,6
firstripe,4,0,0,4
fish,24,7,9,40
fish's,1,0,0,1
fisher's,0,1,0,1
fishermen,0,1,0,1
fishers,3,4,0,7
fishes,8,18,3,29
fishhooks,1,0,0,1
fishing,0,1,0,1
fishpools,1,0,0,1
fist,2,0,0,2
fists,1,0,0,1
fit,5,4,7,16
fitches,3,0,0,3
fitly,2,2,0,4
fitted,2,1,0,3
fitteth,1,0,0,1
fitting,0,0,1,1
five,232,38,49,319
fix,0,0,1,1
fixed,3,1,0,4
flag,1,0,0,1
flagon,2,0,0,2
flagons,3,0,0,3
flags,3,0,0,3
flakes,1,0,0,1
flame,25,6,12,43
flames,4,0,2,6
flaming,8,1,3,12
flanks,6,0,0,6
flash,1,0,0,1
flat,4,0,4,8
flatter,2,0,2,4
flattereth,6,0,0,6
flatteries,3,0,0,3
flattering,7,1,0,8
flattery,2,0,0,2
flax,9,1,0,10
flay,3,0,0,3
flayed,1,0,0,1
flea,2,0,0,2
fled,122,15,60,197
fleddest,2,0,0,2
flee,86,15,16,117
fleece,6,0,0,6
fleeing,3,0,2,5
fleeth,7,2,1,10
flesh,241,128,36,405
fleshhook,2,0,0,2
fleshhooks,5,0,0,5
fleshly,0,3,1,4
fleshy,0,1,1,2
flew,2,0,2,4
flies,8,0,2,10
flieth,4,0,0,4
flight,5,3,16,24
flint,5,0,1,6
flinty,1,0,1,2
floats,2,0,1,3
flock,91,8,5,104
flocking,0,0,2,2
flocks,77,0,3,80
flood,32,7,13,52
floods,15,2,6,23
floor,15,2,3,20
floors,2,0,1,3
flour,56,1,5,62
flourish,13,0,7,20
flourished,1,1,0,2
flourisheth,2,0,0,2
flourishing,2,0,0,2
flow,11,1,1,13
flowed,3,0,1,4
flower,13,4,6,23
flowers,17,0,9,26
floweth,12,0,2,14
flowing,12,0,2,14
flown,0,0,1,1
flute,4,0,0,4
flutes,0,0,1,1
fluttereth,1,0,0,1
flux,0,1,0,1
fly,20,3,3,26
flying,9,2,2,13
foal,2,1,0,3
foals,1,0,0,1
foam,1,0,0,1
foameth,0,2,0,2
foaming,0,2,0,2
fodder,1,0,2,3
foe,0,0,1,1
foes,5,2,0,7
fold,5,2,0,7
folded,0,0,1,1
folden,1,0,0,1
foldeth,1,0,0,1
folding,3,0,0,3
folds,5,0,0,5
folk,3,2,0,5
folks,0,1,1,2
follies,0,0,2,2
follow,34,50,16,100
followed,43,63,16,122
followedst,1,0,0,1
followers,0,8,0,8
followest,0,0,1,1
followeth,10,4,7,21
following,32,11,7,50
folly,35,2,5,42
food,44,4,5,53
fool,54,8,24,86
fool's,7,0,2,9
fooleries,0,0,1,1
foolish,35,17,17,69
foolishly,10,2,0,12
