Word,Old Testament,New Testament,Apocrypha,Total
remnant,85,6,9,100
remove,39,4,5,48
removed,85,5,19,109
removeth,5,0,0,5
removing,4,1,4,9
remphan,0,1,0,1
rend,17,2,1,20
render,24,9,5,38
rendered,4,0,2,6
renderest,1,0,0,1
rendereth,1,0,0,1
rendering,0,1,1,2
rending,1,0,0,1
renew,5,1,8,14
renewed,3,3,2,8
renewest,2,0,0,2
renewing,0,2,2,4
renounce,0,0,1,1
renounced,0,1,0,1
renown,7,0,2,9
renowned,4,0,8,12
rent,52,11,14,77
rentest,1,0,0,1
repair,13,0,2,15
repaired,36,0,4,40
repairer,1,0,0,1
repairing,1,0,1,2
reparation,0,0,1,1
repay,4,3,5,12
repayed,1,0,1,2
repayeth,1,0,1,2
repeateth,1,0,0,1
repent,21,22,7,50
repentance,1,25,9,35
repented,17,15,1,33
repentest,1,0,1,2
repenteth,3,2,0,5
repenting,1,0,1,2
repentings,1,0,0,1
repetitions,0,1,0,1
rephael,1,0,0,1
rephah,1,0,0,1
rephaiah,5,0,0,5
rephaim,6,0,0,6
rephaims,2,0,0,2
rephidim,5,0,0,5
replenish,2,0,0,2
replenished,5,0,2,7
replied,0,0,1,1
repliest,0,1,0,1
report,15,12,7,34
reported,5,7,6,18
repose,0,0,1,1
reproach,79,7,32,118
reproached,12,2,3,17
reproaches,2,3,2,7
reproachest,0,1,0,1
reproacheth,7,0,1,8
reproachful,0,0,1,1
reproachfully,1,1,0,2
reproaching,0,0,1,1
reprobate,1,3,0,4
reprobates,0,3,0,3
reproof,14,1,2,17
reproofs,2,0,1,3
reprove,16,3,7,26
reproved,7,3,5,15
reprover,2,0,0,2
reproveth,4,0,2,6
reputation,1,4,1,6
reputed,2,0,1,3
request,17,2,2,21
requested,5,0,0,5
requests,0,1,1,2
require,25,2,9,36
required,14,7,5,26
requirest,1,0,0,1
requireth,2,0,2,4
requiring,0,1,0,1
requisite,0,0,1,1
requite,8,1,2,11
requited,2,0,0,2
requiteth,0,0,2,2
requiting,1,0,0,1
rereward,6,0,0,6
rescue,3,0,0,3
rescued,2,1,0,3
rescueth,1,0,0,1
resemblance,1,0,3,4
resemblances,0,0,1,1
resemble,0,1,0,1
resembled,1,0,0,1
resen,1,0,0,1
reserve,2,1,1,4
reserved,8,8,3,19
reserveth,2,0,0,2
reserving,0,0,1,1
resheph,1,0,0,1
residue,31,2,7,40
resist,1,9,3,13
resistance,0,0,1,1
resisted,0,2,4,6
resisteth,0,3,1,4
resisting,0,0,1,1
resolute,0,0,1,1
resolved,0,1,4,5
resort,2,2,2,6
resorted,1,4,3,8
respect,23,11,8,42
respected,1,0,2,3
respecter,0,1,0,1
respecteth,2,0,0,2
respite,2,0,1,3
rest,222,43,61,326
rested,20,1,5,26
restest,0,1,0,1
resteth,3,1,3,7
resting,4,0,1,5
restingplace,1,0,0,1
restitution,5,1,0,6
restore,35,4,10,49
restored,19,5,6,30
restorer,2,0,0,2
restoreth,1,1,0,2
restrain,2,0,0,2
restrained,7,1,1,9
restrainest,1,0,0,1
restraint,1,0,0,1
rests,1,0,0,1
resurrection,0,40,3,43
retain,5,2,1,8
retained,4,2,1,7
retaineth,3,0,0,3
retinue,0,0,1,1
retire,2,0,0,2
retired,2,0,0,2
retiring,0,0,1,1
return,226,13,30,269
returned,152,30,40,222
returneth,6,0,4,10
returning,1,3,4,8
reu,5,0,0,5
reuben,69,1,0,70
reubenite,1,0,0,1
reubenites,16,0,0,16
reuel,9,0,0,9
reumah,1,0,0,1
reveal,3,4,5,12
revealed,13,25,3,41
revealer,1,0,0,1
revealeth,6,0,1,7
revealing,0,0,1,1
revelation,0,10,0,10
revelations,0,2,0,2
revelling,0,0,1,1
revellings,0,2,1,3
revenge,3,2,4,9
revenged,1,0,2,3
revenger,5,1,0,6
revengers,1,0,0,1
revenges,1,0,0,1
revengeth,1,0,1,2
revenging,1,0,0,1
revenue,3,0,2,5
revenues,3,0,1,4
reverence,7,6,7,20
reverenced,1,0,2,3
reverend,1,0,1,2
reverse,3,0,0,3
revile,1,1,0,2
reviled,0,5,0,5
revilers,0,1,0,1
revilest,0,1,0,1
reviling,0,0,2,2
revilings,2,0,1,3
revive,7,0,0,7
revived,4,2,1,7
reviving,2,0,0,2
revoked,0,0,1,1
revolt,3,0,2,5
revolted,6,0,6,12
revolters,3,0,0,3
revolting,1,0,0,1
reward,43,35,23,101
rewarded,12,1,5,18
rewarder,0,1,0,1
rewardeth,5,0,0,5
rewards,5,0,5,10
rezeph,2,0,0,2
rezia,1,0,0,1
rezin,11,0,0,11
rezon,1,0,0,1
rhegium,0,1,0,1
rhesa,0,1,0,1
rhoda,0,1,0,1
rhodes,0,1,0,1
rhodocus,0,0,1,1
rhodus,0,0,1,1
rib,5,0,0,5
ribai,2,0,0,2
ribband,1,0,0,1
riblah,11,0,0,11
ribs,2,0,0,2
rich,41,39,29,109
richer,1,0,2,3
riches,70,25,24,119
richly,0,2,0,2
rid,6,0,1,7
riddance,2,0,0,2
ridden,1,0,0,1
riddle,9,0,0,9
ride,20,0,0,20
rider,6,0,1,7
riders,5,0,1,6
rideth,7,0,0,7
ridges,1,0,0,1
ridiculous,0,0,1,1
riding,10,0,0,10
rie,2,0,0,2
rifled,1,0,1,2
right,266,66,53,385
righteous,188,37,59,284
righteously,6,2,3,11
righteousness,196,89,37,322
righteousness',2,2,0,4
righteousnesses,3,0,0,3
rightly,1,3,0,4
rigour,5,0,0,5
rimmon,11,0,0,11
rimmonparez,2,0,0,2
ring,8,2,1,11
ringleader,0,1,1,2
rings,33,0,1,34
ringstraked,6,0,0,6
rinnah,1,0,0,1
rinsed,3,0,0,3
riot,0,3,1,4
rioting,0,1,0,1
riotous,2,1,0,3
riotously,0,0,1,1
rip,1,0,0,1
ripe,5,2,3,10
ripen,0,0,1,1
ripeness,0,0,1,1
ripening,1,0,0,1
riphath,2,0,0,2
ripped,3,0,0,3
rise,89,51,8,148
risen,20,31,6,57
risest,2,0,0,2
riseth,13,1,2,16
rising,34,4,7,45
rissah,2,0,0,2
rites,1,0,1,2
rithmah,2,0,0,2
river,139,6,28,173
river's,4,0,0,4
rivers,68,3,4,75
rizpah,4,0,0,4
road,1,0,0,1
roar,20,0,1,21
roared,5,0,0,5
roareth,2,1,0,3
roaring,14,2,4,20
roarings,1,0,0,1
roast,5,0,0,5
roasted,3,0,2,5
roasteth,2,0,0,2
rob,8,0,2,10
robbed,11,1,1,13
robber,3,2,0,5
robbers,8,3,2,13
robbery,6,1,1,8
robbeth,1,0,0,1
robe,19,6,10,35
robes,6,5,1,12
roboam,0,1,1,2
rock,95,11,5,111
rocks,18,4,3,25
rod,75,6,1,82
rode,15,0,0,15
rods,11,1,0,12
roe,7,0,1,8
roebuck,4,0,0,4
roebucks,1,0,0,1
roes,5,0,0,5
rogelim,2,0,0,2
rohgah,1,0,0,1
roimus,0,0,1,1
roll,25,1,1,27
rolled,6,6,0,12
roller,1,0,0,1
rolleth,1,0,0,1
rolling,1,0,1,2
rolls,1,0,0,1
romamtiezer,2,0,0,2
roman,0,5,0,5
romans,0,6,15,21
rome,0,9,10,19
roof,14,3,2,19
roofs,2,0,0,2
room,18,13,2,33
rooms,3,4,0,7
root,26,17,23,66
rooted,5,3,3,11
rooteth,0,0,1,1
rooting,0,0,1,1
roots,17,2,3,22
rope,1,0,0,1
ropes,5,1,0,6
rose,105,24,27,156
rosebuds,0,0,1,1
roses,0,0,2,2
rosh,1,0,0,1
rosin,0,0,1,1
rot,5,0,0,5
rotten,5,0,1,6
rottenness,5,0,0,5
rotteth,0,0,2,2
rough,6,1,3,10
roughly,6,0,1,7
roughness,0,0,1,1
round,259,37,42,338
rouse,1,0,0,1
rovers,1,0,0,1
row,15,0,1,16
rowed,1,1,0,2
rowers,1,0,0,1
rowing,0,1,0,1
rows,16,0,2,18
royal,22,3,7,32
rub,0,0,1,1
rubbed,0,0,1,1
rubbing,0,1,0,1
rubbish,2,0,0,2
rubies,6,0,0,6
rudder,0,1,0,1
ruddy,4,0,1,5
rude,0,1,1,2
rudely,0,0,1,1
rudeness,0,0,1,1
rudiments,0,2,0,2
rue,0,1,0,1
rufus,0,2,0,2
ruhamah,1,0,0,1
ruin,10,1,6,17
ruined,3,0,0,3
ruinous,3,0,0,3
ruins,2,1,1,4
rule,47,16,26,89
ruled,13,0,10,23
ruler,61,21,12,94
ruler's,1,1,0,2
rulers,50,21,13,84
rules,0,0,1,1
rulest,2,0,0,2
ruleth,12,2,3,17
ruling,2,1,1,4
rumah,1,0,0,1
rumbling,1,0,0,1
rumour,6,1,1,8
rumours,0,2,0,2
rump,5,0,0,5
run,57,8,10,75
runnest,1,0,0,1
runneth,8,3,1,12
running,18,6,9,33
rush,4,0,3,7
rushed,2,1,2,5
rushes,1,0,0,1
rusheth,1,0,0,1
rushing,5,1,4,10
rust,0,3,4,7
rusteth,0,0,1,1
rut,0,0,1,1
ruth,12,1,0,13
sabachthani,0,2,0,2
sabaoth,0,2,0,2
sabat,0,0,2,2
sabateas,0,0,1,1
sabatus,0,0,1,1
sabban,0,0,1,1
sabbath,60,55,18,133
sabbatheus,0,0,1,1
sabbaths,33,0,6,39
sabbeus,0,0,1,1
sabeans,4,0,0,4
sabi,0,0,1,1
sabta,1,0,0,1
sabtah,1,0,0,1
sabtecha,1,0,0,1
sabtechah,1,0,0,1
sacar,2,0,0,2
sack,8,0,1,9
sack's,3,0,0,3
sackbut,4,0,0,4
sackcloth,41,4,12,57
sackclothes,1,0,0,1
sacks,9,0,0,9
sacks',1,0,0,1
sacred,0,0,1,1
sacrifice,182,23,37,242
sacrificed,30,3,4,37
sacrificedst,1,0,0,1
sacrifices,62,14,31,107
sacrificeth,5,0,2,7
sacrificing,2,0,1,3
sacrilege,0,1,1,2
sacrileges,0,0,1,1
sad,7,3,3,13
sadamias,0,0,1,1
sadas,0,0,1,1
saddeus,0,0,1,1
saddle,4,0,0,4
saddled,10,0,0,10
sadduc,0,0,1,1
sadducees,0,14,0,14
sadly,1,0,1,2
sadness,1,0,0,1
sadoc,0,1,1,2
safe,9,4,11,24
safeguard,1,0,4,5
safely,19,2,6,27
safety,17,2,12,31
saffron,1,0,0,1
said,2619,983,379,3981
saidst,21,1,3,25
sail,2,6,4,12
sailed,0,14,0,14
sailing,0,3,0,3
sailors,0,1,0,1
saint,2,1,0,3
saints,34,60,11,105
saints',0,1,0,1
saith,907,290,42,1239
sake,76,59,21,156
sakes,17,12,9,38
sala,0,1,0,1
salah,5,0,0,5
salamis,0,1,0,1
salasadal,0,0,1,1
salathiel,1,2,4,7
salatiel,0,0,1,1
salcah,3,0,0,3
salchah,1,0,0,1
sale,3,0,3,6
salem,2,2,1,5
salim,0,1,0,1
sallai,2,0,0,2
sallu,3,0,0,3
sallumus,0,0,1,1
salma,3,0,0,3
salmanasar,0,0,1,1
salmon,3,3,0,6
salmone,0,1,0,1
salom,0,0,2,2
salome,0,2,0,2
salt,28,6,8,42
salted,1,2,0,3
saltness,0,1,1,2
saltpits,1,0,1,2
salu,1,0,0,1
salum,0,0,2,2
salutation,0,6,0,6
salutations,0,1,0,1
salute,6,27,4,37
saluted,4,5,5,14
saluteth,0,4,0,4
salvation,115,43,13,171
samael,0,0,1,1
samaias,0,0,3,3
samaria,103,12,12,127
samaritan,0,3,0,3
samaritans,1,6,0,7
samatus,0,0,1,1
same,151,168,57,376
sameius,0,0,1,1
samgarnebo,1,0,0,1
sami,0,0,1,1
samis,0,0,1,1
samlah,4,0,0,4
sammus,0,0,1,1
samos,0,1,1,2
samothracia,0,1,0,1
sampsames,0,0,1,1
samson,34,1,0,35
samson's,3,0,0,3
samuel,118,3,3,124
sanabassar,0,0,2,2
sanabassarus,0,0,2,2
sanasib,0,0,1,1
sanballat,10,0,0,10
sanctification,0,5,1,6
sanctified,43,15,13,71
sanctifieth,0,4,0,4
sanctify,59,6,3,68
sanctity,0,0,1,1
sanctuaries,5,0,0,5
sanctuary,128,4,57,189
sand,23,5,8,36
sandals,0,2,2,4
sands,0,0,1,1
sandy,0,0,1,1
sang,10,1,4,15
sank,2,0,0,2
sansannah,1,0,0,1
sap,1,0,0,1
saph,1,0,0,1
saphat,0,0,1,1
saphatias,0,0,1,1
sapheth,0,0,1,1
saphir,1,0,0,1
sapphira,0,1,0,1
sapphire,8,1,0,9
sapphires,3,0,1,4
sara,0,2,11,13
sarabias,0,0,1,1
sarah,31,1,0,32
sarah's,2,1,0,3
sarai,13,0,0,13
sarai's,1,0,0,1
saraias,0,0,3,3
saramel,0,0,1,1
saraph,1,0,0,1
sarchedonus,0,0,2,2
sardeus,0,0,1,1
sardine,0,1,0,1
sardis,0,3,0,3
sardites,1,0,0,1
sardius,3,1,0,4
sardonyx,0,1,0,1
sarea,0,0,1,1
sarepta,0,1,0,1
sargon,1,0,0,1
sarid,2,0,0,2
saron,0,1,0,1
sarothie,0,0,1,1
sarsechim,1,0,0,1
saruch,0,1,0,1
sat,86,93,22,201
satan,15,34,1,50
satan's,0,1,0,1
satest,2,0,1,3
sathrabuzanes,0,0,4,4
satiate,2,0,0,2
satiated,1,0,0,1
satisfaction,2,0,0,2
satisfied,43,0,4,47
satisfiest,1,0,0,1
satisfieth,3,0,1,4
satisfy,9,1,0,10
satisfying,1,1,0,2
satyr,1,0,0,1
satyrs,1,0,0,1
saul,304,23,1,328
saul's,30,0,0,30
savage,0,0,2,2
savaran,0,0,1,1
save,164,62,15,241
saved,47,57,20,124
savedst,0,0,1,1
savest,3,0,1,4
saveth,7,0,4,11
savias,0,0,1,1
saving,7,5,3,15
saviour,13,24,8,45
saviours,2,0,0,2
savour,47,6,9,62
savourest,0,2,0,2
savours,1,0,0,1
savoury,6,0,0,6
saw,315,219,97,631
sawed,1,0,0,1
sawest,13,6,23,42
sawn,0,1,1,2
saws,3,0,0,3
say,601,400,69,1070
sayest,18,21,1,40
saying,954,453,81,1488
sayings,10,21,5,36
scab,7,0,0,7
scabbard,1,0,0,1
scabbed,2,0,0,2
scaffold,1,0,0,1
scale,0,0,1,1
scales,8,1,0,9
scaleth,1,0,0,1
scall,9,0,0,9
scalp,1,0,0,1
scant,1,0,1,2
scapegoat,3,0,0,3
scarce,1,2,1,4
scarcely,0,2,1,3
scarceness,1,0,0,1
scarecrow,0,0,1,1
scared,0,0,1,1
scarest,1,0,0,1
scarlet,46,6,2,54
scatter,38,0,2,40
scattered,57,12,18,87
scattereth,7,3,1,11
scattering,1,0,0,1
scent,3,0,0,3
scents,0,0,1,1
sceptre,11,1,5,17
sceptres,1,0,2,3
sceva,0,1,0,1
schism,0,1,0,1
scholar,2,0,0,2
school,0,1,0,1
schoolmaster,0,2,0,2
science,1,1,0,2
scoff,1,0,0,1
scoffers,0,1,0,1
scold,0,0,1,1
scorch,0,1,0,1
scorched,0,3,0,3
scorn,13,3,11,27
scorner,11,0,0,11
scorners,4,0,0,4
scornest,2,0,0,2
scorneth,4,0,0,4
scornful,3,0,0,3
scorning,3,0,1,4
scorpion,0,2,1,3
scorpions,6,3,1,10
scoured,1,0,0,1
scourge,5,7,7,19
scourged,1,3,6,10
scourges,1,0,5,6
scourgest,0,0,1,1
scourgeth,0,1,0,1
scourging,0,1,0,1
scourgings,0,1,0,1
scrabbled,1,0,0,1
scrape,3,0,0,3
scraped,2,0,0,2
screech,1,0,0,1
scribe,47,4,6,57
scribe's,2,0,0,2
scribes,6,62,3,71
scrip,1,6,0,7
scripture,1,31,1,33
scriptures,0,21,0,21
scroll,1,1,0,2
scum,3,0,0,3
scurvy,2,0,0,2
scythian,0,1,0,1
scythians,0,0,1,1
scythopolis,0,0,2,2
scythopolitans,0,0,1,1
sea,264,88,72,424
seafaring,1,0,0,1
seal,10,15,3,28
sealed,14,12,9,35
sealest,1,0,0,1
sealeth,3,0,0,3
sealing,0,1,0,1
seals,0,5,3,8
seam,0,1,0,1
search,43,3,10,56
searched,18,2,4,24
searchers,0,0,1,1
searchest,2,0,2,4
searcheth,5,3,3,11
searching,4,1,0,5
searchings,1,0,0,1
seared,0,1,0,1
seas,24,1,2,27
seashore,0,0,1,1
season,33,22,23,78
seasonable,0,0,1,1
seasoned,0,2,0,2
seasons,7,5,4,16
seat,39,14,7,60
seated,1,0,1,2
seats,0,10,0,10
seatward,1,0,0,1
seba,4,0,0,4
sebat,1,0,0,1
secacah,1,0,0,1
sechenias,0,0,2,2
sechu,1,0,0,1
second,125,38,27,190
secondarily,0,1,0,1
secondly,0,0,2,2
secret,52,13,19,84
secretary,0,0,1,1
secretly,18,2,4,24
secrets,8,2,16,26
sect,0,5,0,5
secundus,0,1,0,1
secure,6,1,0,7
securely,2,0,1,3
security,0,1,3,4
sedecias,0,0,2,2
sedition,2,3,1,6
seditions,0,1,0,1
seditious,0,0,1,1
seduce,0,3,0,3
seduced,3,0,1,4
seducers,0,1,0,1
seduceth,1,0,0,1
seducing,0,1,0,1
see,370,196,82,648
seed,202,52,43,297
seed's,1,0,0,1
seeds,1,4,2,7
seedtime,1,0,0,1
seeing,68,48,33,149
seek,177,56,43,276
seekest,7,2,0,9
seeketh,27,12,5,44
seeking,2,12,7,21
seem,16,5,2,23
seemed,6,8,8,22
seemeth,23,5,3,31
seemly,2,0,1,3
seen,169,90,53,312
seer,19,0,0,19
seer's,1,0,0,1
seers,6,0,0,6
seest,30,6,11,47
seeth,31,21,9,61
seethe,8,0,1,9
seething,3,0,0,3
segub,3,0,0,3
seir,38,0,0,38
seirath,1,0,0,1
seize,3,1,0,4
seized,1,0,2,3
sela,1,0,0,1
selah,75,0,0,75
selahammahlekoth,1,0,0,1
seled,1,0,0,1
selemia,0,0,1,1
selemias,0,0,1,1
seleucia,0,1,1,2
seleucus,0,0,5,5
self,1,5,2,8
selfsame,11,4,2,17
selfwill,1,0,0,1
selfwilled,0,2,0,2
sell,26,8,4,38
seller,3,1,0,4
sellers,1,0,0,1
sellest,1,0,0,1
selleth,6,1,1,8
selling,0,0,3,3
selvedge,2,0,0,2
selves,0,6,2,8
sem,0,1,1,2
semachiah,1,0,0,1
semei,0,1,2,3
semellius,0,0,4,4
semis,0,0,1,1
senaah,2,0,0,2
senate,0,1,6,7
senators,1,0,0,1
send,161,64,53,278
sender,0,0,1,1
sendest,6,0,0,6
sendeth,10,5,12,27
sending,13,1,2,16
seneh,1,0,0,1
senir,2,0,0,2
sennacherib,13,0,6,19
sense,1,0,2,3
senses,0,1,0,1
sensual,0,2,0,2
sent,473,190,168,831
sentence,7,3,8,18
sentences,2,0,5,7
sentest,4,0,1,5
senuah,1,0,0,1
seorim,1,0,0,1
separate,23,8,5,36
separated,29,4,4,37
separateth,5,0,0,5
separating,1,0,0,1
separation,19,0,0,19
sephar,1,0,0,1
sepharad,1,0,0,1
sepharvaim,6,0,0,6
sepharvites,1,0,0,1
sephela,0,0,1,1
sepulchre,18,32,5,55
sepulchres,11,4,1,16
serah,2,0,0,2
seraiah,18,0,0,18
seraphims,2,0,0,2
sered,2,0,0,2
sergius,0,1,0,1
serjeants,0,2,0,2
seron,0,0,2,2
serpent,27,8,3,38
serpent's,2,0,0,2
serpents,6,7,4,17
serug,5,0,0,5
servant,371,79,40,490
servant's,8,1,0,9
servants,370,67,61,498
servants',4,0,0,4
serve,163,30,29,222
served,67,5,8,80
servedst,1,0,0,1
servest,2,0,0,2
serveth,3,4,4,11
service,101,15,14,130
servile,12,0,0,12
serving,2,5,3,10
servitor,1,0,1,2
servitude,2,0,3,5
sesis,0,0,1,1
sesthel,0,0,1,1
set,582,82,171,835
seth,7,1,1,9
sethur,1,0,0,1
setter,0,1,0,1
setters,0,0,1,1
settest,7,0,0,7
setteth,19,3,3,25
setting,1,2,3,6
settings,1,0,0,1
settle,6,2,1,9
settled,6,1,4,11
settlest,1,0,0,1
seven,326,65,49,440
sevenfold,5,0,3,8
sevens,2,0,0,2
seventeen,10,0,2,12
seventeenth,6,0,2,8
seventh,106,9,19,134
seventieth,0,0,1,1
seventy,57,3,14,74
sever,3,1,0,4
several,10,2,5,17
severally,0,1,0,1
severe,0,0,2,2
severed,3,0,0,3
severity,0,1,0,1
sew,2,0,0,2
sewed,2,0,0,2
sewest,1,0,0,1
seweth,0,1,0,1
shaalabbin,1,0,0,1
shaalbim,2,0,0,2
shaalbonite,2,0,0,2
shaaph,2,0,0,2
shaaraim,2,0,0,2
shaashgaz,1,0,0,1
shabbethai,3,0,0,3
shachia,1,0,0,1
shade,1,0,0,1
shadow,63,8,6,77
shadowing,2,1,1,4
shadows,3,0,0,3
shadrach,14,0,0,14
shady,2,0,0,2
shaft,4,0,0,4
shage,1,0,0,1
shaharaim,1,0,0,1
shahazimah,1,0,0,1
shake,33,6,6,45
shaked,1,0,0,1
shaken,10,11,5,26
shaketh,6,0,0,6
shaking,8,0,3,11
shalem,1,0,0,1
shalim,1,0,0,1
shalisha,1,0,0,1
shall,5061,1001,734,6796
shallecheth,1,0,0,1
shallum,26,0,0,26
shallun,1,0,0,1
shalmai,2,0,0,2
shalman,1,0,0,1
shalmaneser,2,0,0,2
shalt,1127,86,116,1329
shama,1,0,0,1
shamariah,1,0,0,1
shambles,0,1,0,1
shame,82,16,23,121
shamed,4,0,0,4
shamefaced,0,0,5,5
shamefacedness,0,1,1,2
shameful,2,0,1,3
shamefully,1,3,2,6
shameless,0,0,6,6
shamelessly,1,0,0,1
shamer,2,0,0,2
shameth,1,0,0,1
shamgar,2,0,0,2
shamhuth,1,0,0,1
shamir,4,0,0,4
shamma,1,0,0,1
shammah,8,0,0,8
shammai,5,0,0,5
shammoth,1,0,0,1
shammua,4,0,0,4
shammuah,1,0,0,1
shamsherai,1,0,0,1
shape,0,2,1,3
shapen,1,0,0,1
shapes,0,1,0,1
shapham,1,0,0,1
shaphan,24,0,0,24
shaphat,8,0,0,8
shapher,2,0,0,2
sharai,1,0,0,1
sharaim,1,0,0,1
sharar,1,0,0,1
share,1,0,0,1
sharezer,2,0,0,2
sharon,6,0,0,6
sharonite,1,0,0,1
sharp,15,7,4,26
sharpen,2,0,1,3
sharpened,4,0,0,4
sharpeneth,2,0,0,2
sharper,1,1,0,2
sharply,1,1,0,2
sharpness,0,1,0,1
sharuhen,1,0,0,1
shashai,1,0,0,1
shashak,2,0,0,2
shaul,7,0,0,7
shaulites,1,0,0,1
shave,11,1,0,12
shaved,4,0,0,4
shaveh,2,0,0,2
shaven,5,2,1,8
shavsha,1,0,0,1
she,597,131,195,923
sheaf,8,0,0,8
sheal,1,0,0,1
shealtiel,9,0,0,9
shear,4,0,0,4
shearer,0,1,0,1
shearers,3,0,0,3
sheariah,2,0,0,2
shearing,3,0,0,3
shearjashub,1,0,0,1
sheath,7,1,0,8
sheaves,8,0,1,9
sheba,32,0,0,32
shebah,1,0,0,1
shebam,1,0,0,1
shebaniah,7,0,0,7
shebarim,1,0,0,1
sheber,1,0,0,1
shebna,9,0,0,9
shebuel,3,0,0,3
shecaniah,2,0,0,2
shechaniah,8,0,0,8
shechem,54,0,0,54
shechem's,2,0,0,2
shechemites,1,0,0,1
shed,39,11,4,54
shedder,1,0,0,1
sheddeth,2,0,1,3
shedding,0,1,0,1
shedeur,5,0,0,5
sheep,140,38,8,186
sheep's,0,1,0,1
sheepcote,2,0,0,2
sheepcotes,1,0,1,2
sheepfold,0,1,0,1
sheepfolds,3,0,0,3
sheepmaster,1,0,0,1
sheepshearers,3,0,0,3
sheepskins,0,1,0,1
sheet,0,2,0,2
sheets,2,0,0,2
shehariah,1,0,0,1
shekel,34,0,0,34
shekels,74,0,2,76
shelah,10,0,0,10
shelanites,1,0,0,1
shelemiah,10,0,0,10
sheleph,2,0,0,2
shelesh,1,0,0,1
shelomi,1,0,0,1
shelomith,9,0,0,9
shelomoth,1,0,0,1
shelter,2,0,1,3
shelumiel,5,0,0,5
shem,16,0,0,16
shema,6,0,0,6
shemaah,1,0,0,1
shemaiah,39,0,0,39
shemariah,3,0,0,3
shemeber,1,0,0,1
shemer,1,0,0,1
shemida,2,0,0,2
shemidah,1,0,0,1
shemidaites,1,0,0,1
sheminith,1,0,0,1
shemiramoth,4,0,0,4
shemuel,3,0,0,3
shen,1,0,0,1
shenazar,1,0,0,1
shenir,2,0,0,2
shepham,2,0,0,2
shephathiah,1,0,0,1
shephatiah,12,0,0,12
shepherd,27,13,5,45
shepherd's,2,0,0,2
shepherds,28,4,0,32
shepherds',1,0,0,1
shephi,1,0,0,1
shepho,1,0,0,1
shephuphan,1,0,0,1
sherah,1,0,0,1
sherd,1,0,0,1
sherds,1,0,0,1
sherebiah,8,0,0,8
sheresh,1,0,0,1
sherezer,1,0,0,1
sheriffs,2,0,0,2
sheshach,2,0,0,2
sheshai,3,0,0,3
sheshan,3,0,0,3
sheshbazzar,4,0,0,4
sheth,2,0,0,2
shethar,1,0,0,1
shetharboznai,4,0,0,4
sheva,2,0,0,2
shew,153,65,76,294
shewbread,14,4,2,20
shewed,93,38,44,175
shewedst,2,0,2,4
shewest,3,2,3,8
sheweth,15,4,5,24
shewing,6,8,4,18
shibboleth,1,0,0,1
shibmah,1,0,0,1
shicron,1,0,0,1
shield,43,1,7,51
shields,23,0,5,28
shigionoth,1,0,0,1
shihon,1,0,0,1
shihor,1,0,0,1
shihorlibnath,1,0,0,1
shilhi,2,0,0,2
shilhim,1,0,0,1
shillem,2,0,0,2
shillemites,1,0,0,1
shiloah,1,0,0,1
shiloh,31,0,0,31
shiloni,1,0,0,1
shilonite,5,0,0,5
shilonites,1,0,0,1
shilshah,1,0,0,1
shimea,4,0,0,4
shimeah,4,0,0,4
shimeam,1,0,0,1
shimeath,2,0,0,2
shimeathites,1,0,0,1
shimei,38,0,0,38
shimeon,1,0,0,1
shimhi,1,0,0,1
shimi,1,0,0,1
shimites,1,0,0,1
shimma,1,0,0,1
shimon,1,0,0,1
shimrath,1,0,0,1
shimri,3,0,0,3
shimrith,1,0,0,1
shimrom,1,0,0,1
shimron,4,0,0,4
shimronites,1,0,0,1
shimronmeron,1,0,0,1
shimshai,4,0,0,4
shinab,1,0,0,1
shinar,7,0,0,7
shine,24,8,8,40
shined,6,3,6,15
shineth,3,6,0,9
shining,6,5,2,13
ship,6,63,5,74
shiphi,1,0,0,1
shiphmite,1,0,0,1
shiphrah,1,0,0,1
shiphtan,1,0,0,1
shipmaster,1,1,0,2
shipmen,1,2,0,3
shipping,0,1,0,1
ships,27,9,6,42
shipwreck,0,2,0,2
shisha,1,0,0,1
shishak,6,0,0,6
shitrai,1,0,0,1
shittah,1,0,0,1
shittim,32,0,0,32
shivers,0,1,0,1
shiza,1,0,0,1
shoa,1,0,0,1
shobab,4,0,0,4
shobach,2,0,0,2
shobai,2,0,0,2
shobal,9,0,0,9
shobek,1,0,0,1
shobi,1,0,0,1
shocho,1,0,0,1
shochoh,1,0,0,1
shock,1,0,0,1
shocks,1,0,0,1
shoco,1,0,0,1
shod,2,2,0,4
shoe,9,0,1,10
shoe's,0,1,0,1
shoelatchet,1,0,0,1
shoes,12,9,0,21
shoham,1,0,0,1
shomer,2,0,0,2
shone,4,3,3,10
shook,7,4,3,14
shoot,19,1,0,20
shooters,1,0,0,1
shooteth,2,1,1,4
shooting,2,0,1,3
shophach,2,0,0,2
shophan,1,0,0,1
shore,9,8,1,18
shorn,1,2,1,4
short,5,7,13,25
shorten,0,0,1,1
shortened,5,2,1,8
shorter,2,0,0,2
shortly,3,12,5,20
shot,17,0,6,23
should,365,325,183,873
shoulder,38,0,3,41
shoulderpieces,4,0,0,4
shoulders,17,2,5,24
shouldest,49,11,10,70
shout,29,2,1,32
shouted,13,0,6,19
shouteth,1,0,0,1
shouting,12,0,0,12
shoutings,1,0,1,2
shovel,1,0,0,1
shovels,9,0,0,9
shower,3,1,1,5
showers,9,0,1,10
shrank,1,0,0,1
shred,1,0,0,1
shrewd,0,0,1,1
